category,original_price,link,description,title,price,location
,,https://www.livingsocial.com/events/1236552-treasure-island-flea-market-entry-for-2-drinks,,,,
,,https://www.livingsocial.com/content/offers/484-Buca_di_Beppo,,,,
,,https://www.livingsocial.com/events/1269924-ticket-to-3-hour-walking-food-tour,,,,
,,https://www.livingsocial.com/events/cities/15-san-francisco/1232828-one-year-entertainment-event-membership,,,,
,,https://www.livingsocial.com/events/cities/15-san-francisco/1067527-three-hour-night-cruise-ticket,,,,
,,https://www.livingsocial.com/deals/1249812-admission-for-two-three-or-four-people,,,,
,,https://www.livingsocial.com/deals/1248782-archery-lessons-for-one-or-two-people,,,,
,,https://www.livingsocial.com/cities/15-san-francisco/deals/1234440-30-to-spend-on-food-and-drink,,,,
,,https://www.livingsocial.com/deals/1264794-2-movie-tickets-popcorn-beers-or-wine,,,,
,,https://www.livingsocial.com/deals/1226170-one-day-golf-club-membership-and-18-holes-of-golf,,,,
,,https://www.livingsocial.com/deals/1245510-three-day-disaster-survival-kit-for-two-people,,,,
,,https://www.livingsocial.com/deals/1252694-one-round-of-mini-golf-for-two-40-arcade-tokens,,,,
,,https://www.livingsocial.com/deals/1221692-napa-and-sonoma-wine-tour-or-airport-limo-service,,,,
,,https://www.livingsocial.com/cities/15-san-francisco/deals/1226528-one-or-two-way-transit-to-the-airport,,,,
,,https://www.livingsocial.com/events/1210402-two-hour-social-painting-event-from-paint-nite,,,,
,,https://www.livingsocial.com/deals/1246860-dysport-restylane-or-radiesse-injection,,,,
,,https://www.livingsocial.com/deals/1247944-weekday-rodizio-dinner-with-wine-and-dessert,,,,
,,https://www.livingsocial.com/deals/1268382-hot-air-balloon-ride-for-one-or-two-people,,,,
,,https://www.livingsocial.com/events/1260732-san-francisco-49ers-game-day-package,,,,
,,https://www.livingsocial.com/deals/1272194-zoom-teeth-whitening-treatment,,,,
,,https://www.livingsocial.com/events/1234478-two-tickets-to-devour-food-beer-wine-classic,,,,
,,https://www.livingsocial.com/deals/1244958-five-night-campervan-rental,,,,
,,https://www.livingsocial.com/deals/1222856-five-hour-wine-country-limo-tour-for-eight,,,,
,,https://www.livingsocial.com/events/1196656-ticket-to-san-francisco-vintners-market,,,,
,,https://www.livingsocial.com/deals/1242620-massage-facial-and-reflexology-package,,,,
,,https://www.livingsocial.com/deals/1107435-28-to-spend-on-food-a-pitcher-or-tasting-flight,,,,
,,https://www.livingsocial.com/deals/1268490-weekend-zipline-tour-for-one-or-two,,,,
,,https://www.livingsocial.com/events/1233048-men-s-health-urbanathlon-classic-distance-race,,,,
,,https://www.livingsocial.com/deals/1266062-laser-hair-removal-photofacial-xeomin-or-peels,,,,
,,https://www.livingsocial.com/cities/15-san-francisco/deals/1248696-cupcake-or-chocolate-tour-of-san-francisco,,,,
,,https://www.livingsocial.com/deals/1249002-pottery-class-for-one-or-two-people,,,,
,,https://www.livingsocial.com/deals/1267404-pilates-fitformer-barre-pro-or-trx-classes,,,,
,,https://www.livingsocial.com/deals/1251074-75-minute-thai-massage-for-one-or-two,,,,
,,https://www.livingsocial.com/deals/1248774-six-laser-hair-removal-treatments,,,,
,,https://www.livingsocial.com/cities/15-san-francisco/deals/1168616-facial-brazilian-wax-or-organic-spray-tan,,,,
,,https://www.livingsocial.com/deals/1210882-two-or-four-hour-photo-booth-rental-and-more,,,,
,,https://www.livingsocial.com/deals/1264094-one-platinum-car-wash-with-rain-x-treatment,,,,
,,https://www.livingsocial.com/deals/1229830-microdermabrasion-or-lipomassage-sessions,,,,
,,https://www.livingsocial.com/deals/1262894-tickets-to-speed-dating-events,,,,
,,https://www.livingsocial.com/deals/1239056-cable-wakeboarding-passes-or-party-package,,,,
,,https://www.livingsocial.com/deals/1244976-50-to-spend-on-lingerie-and-gifts,,,,
,,https://www.livingsocial.com/deals/1262000-one-month-of-unlimited-classes,,,,
,,https://www.livingsocial.com/deals/1269534-28-days-of-home-delivered-lunches-and-dinners,,,,
,,https://www.livingsocial.com/deals/1261370-three-course-prix-fixe-dinner-for-two-wine,,,,
,,https://www.livingsocial.com/deals/1218554-ancient-artisans-survival-tools-and-traps-workshop,,,,
,,https://www.livingsocial.com/deals/1255046-two-hour-couples-massage-class,,,,
,,https://www.livingsocial.com/deals/1231564-farm-fresh-organic-produce,,,,
,,https://www.livingsocial.com/deals/1262842-two-hour-introductory-flight-lesson,,,,
,,https://www.livingsocial.com/deals/1220208-day-passes-for-two-children-and-two-adults,,,,
,,https://www.livingsocial.com/deals/1259814-one-or-three-skin-rejuvenating-ipl-treatments,,,,
,,https://www.livingsocial.com/deals/1228634-50-or-100-toward-lunch-or-dinner,,,,
,,https://www.livingsocial.com/deals/1214060-one-brunch-entree-and-bottomless-mimosas-for-two,,,,
,,https://www.livingsocial.com/deals/1262394-52-week-sunday-subscription-more,,,,
,,https://www.livingsocial.com/deals/1225426-carpet-cleaning-for-2-3-or-4-rooms-and-a-hallway,,,,
,,https://www.livingsocial.com/deals/1251392-six-hour-smoking-and-grilling-class,,,,
,,https://www.livingsocial.com/deals/1217368-90-minute-tour-of-the-sf-armory-for-2-or-4,,,,
,,https://www.livingsocial.com/deals/1256424-lego-robotics-class-or-game-design-camp,,,,
,,https://www.livingsocial.com/cities/15-san-francisco/deals/1141613-haircut-or-partial-highlights,,,,
,,https://www.livingsocial.com/deals/1261358-hot-air-balloon-ride-and-champagne-toast,,,,
